CNPJ_Fundo,dt,values,Percentual_Rentabilidade_Patrimonial_Mes
34.508.959/0001-54,2023-03-01,1.01099557,1.00104015
34.508.959/0001-54,2023-04-01,0.99269746,0.98275239
34.508.959/0001-54,2023-05-01,1.00922845,0.99910884
34.508.959/0001-54,2023-06-01,0.99942857,0.9887935
34.508.959/0001-54,2023-07-01,1.00528404,0.99452844
34.508.959/0001-54,2023-08-01,1.00529946,0.99994357
34.508.959/0001-54,2023-09-01,1.00562934,0.99996414
34.508.959/0001-54,2023-10-01,1.00143328,0.99545885
34.508.959/0001-54,2023-11-01,1.01692678,1.01154596
34.508.959/0001-54,2023-12-01,1.03227346,1.02521502
34.691.520/0001-00,2022-01-01,1.005376,0.993839
34.691.520/0001-00,2022-02-01,1.008939,0.999364
34.691.520/0001-00,2022-03-01,1.012901,1.00332
34.691.520/0001-00,2022-04-01,1.004885,0.995175
34.691.520/0001-00,2022-05-01,1.003664,0.994005
34.691.520/0001-00,2022-06-01,1.022953,1.014805
34.691.520/0001-00,2022-07-01,1.008096,0.998205
34.691.520/0001-00,2022-08-01,1.014568,1.004659
34.691.520/0001-00,2022-09-01,1.013631,1.003768
34.691.520/0001-00,2022-10-01,1.014369,1.004543
34.691.520/0001-00,2022-11-01,1.002318,0.992924
34.691.520/0001-00,2022-12-01,1.004705,0.995244
34.691.520/0001-00,2023-01-01,1.010908,1.000996
34.691.520/0001-00,2023-02-01,1.012984,0.999694
34.691.520/0001-00,2023-03-01,1.007615,0.993821
34.691.520/0001-00,2023-04-01,1.014227,0.998548
34.691.520/0001-00,2023-05-01,1.014779,0.997328
34.691.520/0001-00,2023-06-01,1.015375,0.997922
34.691.520/0001-00,2023-07-01,1.002882,0.994156
34.691.520/0001-00,2023-08-01,1.008434,1.000024
34.691.520/0001-00,2023-09-01,1.007954,0.999806
34.691.520/0001-00,2023-10-01,1.019657,1.011352
34.691.520/0001-00,2023-11-01,1.008824,1.000572
34.691.520/0001-00,2023-12-01,0.989268,0.983358
34.691.925/0001-48,2022-01-01,0.99767951,0.99767951
34.691.925/0001-48,2022-02-01,0.99851509,0.99851509
34.691.925/0001-48,2022-03-01,0.99584188,0.99584188
34.691.925/0001-48,2022-04-01,1.00060985,1.00060985
34.691.925/0001-48,2022-05-01,1.01110814,1.01110814
34.691.925/0001-48,2022-06-01,0.99011343,0.99011343
34.691.925/0001-48,2022-07-01,0.99976917,0.99976917
34.691.925/0001-48,2022-08-01,0.997516,0.997516
34.691.925/0001-48,2022-09-01,0.99824,0.99824
34.691.925/0001-48,2022-10-01,1.0118686,1.0118686
34.691.925/0001-48,2022-11-01,1.011214,1.011214
34.691.925/0001-48,2022-12-01,0.9829823,0.9829823
34.691.925/0001-48,2023-01-01,0.99706346,0.99706346
34.691.925/0001-48,2023-02-01,0.98460819,0.98460819
34.691.925/0001-48,2023-03-01,0.9944914,0.9944914
34.691.925/0001-48,2023-04-01,0.99181705,0.99181705
34.691.925/0001-48,2023-05-01,0.98061954,0.98061954
34.691.925/0001-48,2023-06-01,0.98817962,0.98817962
34.691.925/0001-48,2023-07-01,0.98301554,0.98301554
34.691.925/0001-48,2023-08-01,0.9821251,0.9821251
34.691.925/0001-48,2023-09-01,0.99503247,0.99503247
34.691.925/0001-48,2023-10-01,0.98489724,0.98489724
34.691.925/0001-48,2023-11-01,0.99460522,0.99460522
34.691.925/0001-48,2023-12-01,0.9809879,0.9809879
34.736.474/0001-18,2022-01-01,0.998706,0.998706
34.736.474/0001-18,2022-02-01,1.010563,1.010563
34.736.474/0001-18,2022-03-01,0.997876,0.997876
34.736.474/0001-18,2022-04-01,0.998728,0.998728
34.736.474/0001-18,2022-05-01,0.999838,0.999838
34.736.474/0001-18,2022-06-01,0.998408,0.998408
34.736.474/0001-18,2022-07-01,0.999777,0.999777
34.736.474/0001-18,2022-08-01,0.99828,0.99828
34.736.474/0001-18,2022-09-01,0.998748,0.998748
34.736.474/0001-18,2022-10-01,0.998783,0.998783
34.736.474/0001-18,2022-11-01,0.998625,0.998625
34.736.474/0001-18,2022-12-01,0.998292,0.998292
34.736.474/0001-18,2023-01-01,0.991542,0.991542
34.736.474/0001-18,2023-02-01,1.00647,1.00647
34.736.474/0001-18,2023-03-01,0.998607,0.998607
34.736.474/0001-18,2023-04-01,0.998835,0.998835
34.736.474/0001-18,2023-05-01,1.000553,1.000553
34.736.474/0001-18,2023-06-01,0.996893,0.996893
34.736.474/0001-18,2023-07-01,0.998851,0.998851
34.736.474/0001-18,2023-08-01,1.000077,1.000077
34.736.474/0001-18,2023-09-01,0.999371,0.999371
34.736.474/0001-18,2023-10-01,1.049908,1.049908
34.736.474/0001-18,2023-11-01,1.002601,1.002601
34.736.474/0001-18,2023-12-01,0.996201,0.996201
34.835.191/0001-23,2022-01-01,1.00410457,0.99954354
34.835.191/0001-23,2022-02-01,1.00522455,1.00098165
34.835.191/0001-23,2022-03-01,1.00467782,1.00035911
34.835.191/0001-23,2022-04-01,1.00434536,0.99946857
34.835.191/0001-23,2022-05-01,1.00458964,0.99995022
34.835.191/0001-23,2022-06-01,1.02784469,1.02304505
34.835.191/0001-23,2022-07-01,1.003768,0.999624
34.835.191/0001-23,2022-08-01,1.00465234,1.00027194
34.835.191/0001-23,2022-09-01,1.00429327,1.00022686
34.835.191/0001-23,2022-10-01,1.00330293,0.99900289
34.835.191/0001-23,2022-11-01,1.004775091,1.0007055445
34.835.191/0001-23,2022-12-01,1.003378265,0.9993115878
34.835.191/0001-23,2023-01-01,0.9297636721,0.9254594158
34.835.191/0001-23,2023-02-01,0.9990983273,0.9941936995
34.835.191/0001-23,2023-03-01,1.0060464008,1.001113129
34.835.191/0001-23,2023-04-01,1.0053646127,1.000521788
34.835.191/0001-23,2023-05-01,1.009174531,1.0039096442
34.835.191/0001-23,2023-06-01,1.0498453503,1.0446009672
34.835.191/0001-23,2023-07-01,1.00490012,0.99987965
34.835.191/0001-23,2023-08-01,1.0057236652,1.0008645654
34.835.191/0001-23,2023-09-01,1.0032966914,0.998441789
34.835.191/0001-23,2023-10-01,1.0043193263,1.0002672603
34.835.191/0001-23,2023-11-01,1.0049761172,1.0009251339
34.835.191/0001-23,2023-12-01,1.0051382018,1.0010872185
34.867.728/0001-37,2022-01-01,0.99782,0.99782
34.867.728/0001-37,2022-02-01,0.99864,0.99864
34.867.728/0001-37,2022-03-01,0.994035,0.994035
34.867.728/0001-37,2022-04-01,1.001783,1.001783
34.867.728/0001-37,2022-05-01,1.004573,1.004573
34.867.728/0001-37,2022-06-01,1.00175,1.00175
34.867.728/0001-37,2022-07-01,1.003355,1.003355
34.867.728/0001-37,2022-08-01,1.026193,1.026193
34.867.728/0001-37,2022-09-01,0.99516,0.99516
34.867.728/0001-37,2022-10-01,0.993727,0.993727
34.867.728/0001-37,2022-11-01,1.015544,1.015544
34.867.728/0001-37,2022-12-01,0.993003,0.993003
34.867.728/0001-37,2023-01-01,1.008542,1.008542
34.867.728/0001-37,2023-02-01,1.005124,1.005124
34.867.728/0001-37,2023-03-01,0.992895,0.992895
34.867.728/0001-37,2023-04-01,0.999431,0.999431
34.867.728/0001-37,2023-05-01,1.003485,1.003485
34.867.728/0001-37,2023-06-01,1.011517,1.011517
34.867.728/0001-37,2023-07-01,1.0062,1.0062
34.867.728/0001-37,2023-08-01,1.009345,1.009345
34.867.728/0001-37,2023-09-01,1.013628,1.013628
34.867.728/0001-37,2023-10-01,1.000201,1.000201
34.867.728/0001-37,2023-11-01,1.008038,1.008038
34.867.728/0001-37,2023-12-01,1.042037,1.042037
35.360.687/0001-50,2022-01-01,1.006563,0.995105
35.360.687/0001-50,2022-02-01,1.004042,0.992004
35.360.687/0001-50,2022-03-01,1.010072,0.997937
35.360.687/0001-50,2022-04-01,1.016124,1.003964
35.360.687/0001-50,2022-05-01,1.013884,1.000719
35.360.687/0001-50,2022-06-01,1.007437,0.994282
35.360.687/0001-50,2022-07-01,1.008188,0.997603
35.360.687/0001-50,2022-08-01,1.000124,0.989514
35.360.687/0001-50,2022-09-01,1.000513,0.98979
35.360.687/0001-50,2022-10-01,1.009376,0.998543
35.360.687/0001-50,2022-11-01,0.999791,0.993281
35.360.687/0001-50,2022-12-01,1.006395,0.997657
35.360.687/0001-50,2023-01-01,1.006897,0.997044
35.360.687/0001-50,2023-02-01,1.007844,0.997961
35.360.687/0001-50,2023-03-01,1.01197,1.001517
35.360.687/0001-50,2023-04-01,1.016627,1.004542
35.360.687/0001-50,2023-05-01,1.025988,1.013958
35.360.687/0001-50,2023-06-01,1.021457,1.009592
35.360.687/0001-50,2023-07-01,1.00954,1.000993
35.360.687/0001-50,2023-08-01,1.001847,0.993842
35.360.687/0001-50,2023-09-01,0.997661,0.990144
35.360.687/0001-50,2023-10-01,0.993269,0.984592
35.360.687/0001-50,2023-11-01,1.019819,1.011006
35.360.687/0001-50,2023-12-01,1.02234,1.014168
35.434.880/0001-99,2022-01-01,0.96447142,0.96447142
35.434.880/0001-99,2022-02-01,0.96433335,0.96433335
35.434.880/0001-99,2022-03-01,0.9643452,0.9643452
35.507.457/0001-71,2022-01-01,0.998607,0.990142
35.507.457/0001-71,2022-02-01,1.000781,0.992232
35.507.457/0001-71,2022-03-01,1.010291,1.001675
35.507.457/0001-71,2022-04-01,1.012175,1.003573
35.507.457/0001-71,2022-05-01,1.008599,1.000028
35.507.457/0001-71,2022-06-01,1.008599,1.000028
35.507.457/0001-71,2022-07-01,1.006458,0.997751
35.507.457/0001-71,2022-08-01,1.027722,1.018996
35.507.457/0001-71,2022-09-01,1.000383,0.991819
35.507.457/0001-71,2022-10-01,1.002774,0.99414
35.507.457/0001-71,2022-11-01,0.9799,0.971215
35.507.457/0001-71,2022-12-01,1.010747,1.001805
35.507.457/0001-71,2023-01-01,0.990946,0.981692
35.507.457/0001-71,2023-02-01,0.998973,0.989569
35.507.457/0001-71,2023-03-01,1.003832,0.993945
35.507.457/0001-71,2023-04-01,1.024757,1.014696
35.507.457/0001-71,2023-05-01,1.036021,1.025796
35.507.457/0001-71,2023-06-01,1.033902,1.023744
35.507.457/0001-71,2023-07-01,1.016867,1.008191
35.507.457/0001-71,2023-08-01,1.010848,1.002243
35.507.457/0001-71,2023-09-01,1.001993,0.993407
35.507.457/0001-71,2023-10-01,0.98686,0.978217
35.507.457/0001-71,2023-11-01,1.003531,0.995874
35.507.457/0001-71,2023-12-01,1.029224,1.018539
35.652.102/0001-76,2022-01-01,1.004881,0.999489
35.652.102/0001-76,2022-02-01,1.005483,0.999495
35.652.102/0001-76,2022-03-01,1.004628,0.99906
35.652.102/0001-76,2022-04-01,1.004707,0.998809
35.652.102/0001-76,2022-05-01,1.00396,0.998194
35.652.102/0001-76,2022-06-01,1.009467,1.003972
35.652.102/0001-76,2022-07-01,1.004556,0.998675
35.652.102/0001-76,2022-08-01,1.005242,0.999432
35.652.102/0001-76,2022-09-01,1.005881,1.000179
35.652.102/0001-76,2022-10-01,1.005736,1.000044
35.652.102/0001-76,2022-11-01,1.052028,1.046225
35.652.102/0001-76,2022-12-01,1.003493,0.997488
35.652.102/0001-76,2023-01-01,1.005905,0.99472
35.652.102/0001-76,2023-02-01,0.999228,0.993502
35.652.102/0001-76,2023-03-01,1.005496,1.000084
35.652.102/0001-76,2023-04-01,1.00566,0.999806
35.652.102/0001-76,2023-05-01,1.005682,0.9999
35.652.102/0001-76,2023-06-01,1.003809,0.998368
35.652.102/0001-76,2023-07-01,1.006986,0.990669
35.652.102/0001-76,2023-08-01,1.005794,1.000022
35.652.102/0001-76,2023-09-01,1.004437,0.999338
35.652.102/0001-76,2023-10-01,0.999315,0.994342
35.652.102/0001-76,2023-11-01,1.00331,0.99792
35.652.102/0001-76,2023-12-01,1.00681,1.001729
35.652.174/0001-13,2022-01-01,1.019011,1.010106
35.652.174/0001-13,2022-02-01,1.008974,1.006898
35.652.174/0001-13,2022-03-01,0.988714,0.971522
35.652.174/0001-13,2022-04-01,1.010042,0.997383
35.652.174/0001-13,2022-05-01,0.997513,0.983948
35.652.174/0001-13,2022-06-01,1.011732,1.002412
35.652.174/0001-13,2022-07-01,1.010327,0.989862
35.652.174/0001-13,2022-08-01,1.023143,1.01154
35.652.174/0001-13,2022-09-01,1.018375,1.009421
35.652.174/0001-13,2022-10-01,0.990969,0.982786
35.652.174/0001-13,2022-11-01,1.013832,1.005697
35.652.174/0001-13,2022-12-01,1.014267,1.0054669999999999
35.652.174/0001-13,2023-01-01,1.01442,1.001162
35.652.174/0001-13,2023-02-01,1.013095,1.004802
35.652.174/0001-13,2023-03-01,1.016319,1.001675
35.652.174/0001-13,2023-04-01,1.008125,0.966744
35.652.174/0001-13,2023-05-01,1.010574,0.999432
35.652.174/0001-13,2023-06-01,1.014644,1.004876
35.652.174/0001-13,2023-07-01,1.025287,1.014205
35.652.174/0001-13,2023-08-01,1.011479,1.000488
35.652.174/0001-13,2023-09-01,1.009511,1.000311
35.652.174/0001-13,2023-10-01,1.015744,1.006607
35.652.174/0001-13,2023-11-01,1.01254,1.001607
35.652.174/0001-13,2023-12-01,1.008892,0.987365
35.652.227/0001-04,2022-01-01,0.991733,0.984182
35.652.227/0001-04,2022-02-01,1.016856,1.009426
35.652.227/0001-04,2022-03-01,1.015441,1.007686
35.652.227/0001-04,2022-04-01,1.028485,1.020944
35.652.227/0001-04,2022-05-01,0.98752,0.980266
35.652.227/0001-04,2022-06-01,0.995095,0.987321
35.652.227/0001-04,2022-07-01,1.008697,0.998958
35.652.227/0001-04,2022-08-01,1.013853,1.005129
35.652.227/0001-04,2022-09-01,0.991083,0.982456
35.652.227/0001-04,2022-10-01,1.004722,0.996618
35.652.227/0001-04,2022-11-01,0.998101,0.989025
35.652.227/0001-04,2022-12-01,1.010211,1.001541
35.652.227/0001-04,2023-01-01,0.99759,0.988725
35.652.227/0001-04,2023-02-01,1.003762,0.995666
35.652.227/0001-04,2023-03-01,0.990985,0.981699
35.652.227/0001-04,2023-04-01,1.007281,0.997828
35.652.227/0001-04,2023-05-01,1.049626,1.04021
35.652.227/0001-04,2023-06-01,1.018755,1.009495
35.652.227/0001-04,2023-07-01,1.008774,0.999494
35.652.227/0001-04,2023-08-01,1.012707,1.003594
35.652.227/0001-04,2023-09-01,1.005399,0.996056
35.652.227/0001-04,2023-10-01,1.030942,1.020309
35.652.227/0001-04,2023-11-01,1.018885,1.009669
35.652.227/0001-04,2023-12-01,0.998929,0.989763
35.652.278/0001-28,2022-01-01,1.002652,0.997262
35.652.278/0001-28,2022-02-01,1.003352,0.998031
35.652.278/0001-28,2022-03-01,1.003694,0.998136
35.652.278/0001-28,2022-04-01,1.002906,0.997489
35.652.278/0001-28,2022-05-01,1.003863,0.998522
35.652.278/0001-28,2022-06-01,1.001478,0.997016
35.652.278/0001-28,2022-07-01,1.003827,0.999192
35.652.278/0001-28,2022-08-01,1.003905,0.999533
35.652.278/0001-28,2022-09-01,1.003243,0.999064
35.652.278/0001-28,2022-10-01,1.00312,0.999147
35.652.278/0001-28,2022-11-01,1.006356,1.000432
35.652.278/0001-28,2022-12-01,1.00719,1.001417
35.652.278/0001-28,2023-01-01,1.006004,1.000399
35.652.278/0001-28,2023-02-01,1.005843,1.000353
35.652.278/0001-28,2023-03-01,1.009112,1.002039
35.652.278/0001-28,2023-04-01,1.007131,1.000205
35.652.278/0001-28,2023-05-01,1.007081,1.001407
35.652.278/0001-28,2023-06-01,0.993156,0.985165
35.652.278/0001-28,2023-07-01,1.007183,1.00292
35.652.278/0001-28,2023-08-01,1.007299,0.997816
35.652.278/0001-28,2023-09-01,1.011354,1.004555
35.652.278/0001-28,2023-10-01,1.013491,1.006775
35.652.278/0001-28,2023-11-01,1.006799,1.000209
35.652.278/0001-28,2023-12-01,0.999918,0.993364
35.688.460/0001-39,2022-01-01,0.999456,0.999456
35.688.460/0001-39,2022-02-01,0.999501,0.999501
35.688.460/0001-39,2022-03-01,0.999338,0.999338
35.688.460/0001-39,2022-04-01,0.998083,0.998083
35.688.460/0001-39,2022-05-01,0.999049,0.999049
35.688.460/0001-39,2022-06-01,0.998247,0.998247
35.688.460/0001-39,2022-07-01,0.998728,0.998728
35.688.460/0001-39,2022-08-01,1.00026,1.00026
35.688.460/0001-39,2022-09-01,0.998916,0.998916
35.688.460/0001-39,2022-10-01,0.998989,0.998989
35.688.460/0001-39,2022-11-01,0.998891,0.998891
35.688.460/0001-39,2022-12-01,0.99851,0.99851
35.688.460/0001-39,2023-01-01,0.998746,0.998746
35.688.460/0001-39,2023-02-01,0.998989,0.998989
35.688.460/0001-39,2023-03-01,0.998847,0.998847
35.688.460/0001-39,2023-04-01,0.999886,0.999886
35.688.460/0001-39,2023-05-01,1.000471,1.000471
35.688.460/0001-39,2023-06-01,0.999263,0.999263
35.688.460/0001-39,2023-07-01,0.9992,0.9992
35.688.460/0001-39,2023-08-01,0.998695,0.998695
35.688.460/0001-39,2023-09-01,1.000231,1.000231
35.688.460/0001-39,2023-10-01,0.998784,0.998784
35.688.460/0001-39,2023-11-01,0.998831,0.998831
35.688.460/0001-39,2023-12-01,0.997658,0.997658
35.689.670/0001-41,2022-01-01,0.987414,0.987414
35.689.670/0001-41,2022-02-01,0.991637,0.991637
35.689.670/0001-41,2022-03-01,1.002911,1.002911
35.689.670/0001-41,2022-04-01,1.003287,1.003287
35.689.670/0001-41,2022-05-01,0.996515,0.996515
35.689.670/0001-41,2022-06-01,0.999352,0.999352
35.689.670/0001-41,2022-07-01,0.985235,0.985235
35.689.670/0001-41,2022-08-01,1.01843,1.01843
35.689.670/0001-41,2022-09-01,0.998712,0.998712
35.689.670/0001-41,2022-10-01,0.99499,0.99499
35.689.670/0001-41,2022-11-01,0.989412,0.989412
35.689.670/0001-41,2022-12-01,0.999077,0.985807
35.689.670/0001-41,2023-01-01,0.971005,0.971005
35.689.670/0001-41,2023-02-01,1.012256,1.012256
35.689.670/0001-41,2023-03-01,0.998026,0.998026
35.689.670/0001-41,2023-04-01,1.007801,1.007801
35.689.670/0001-41,2023-05-01,1.018507,1.018507
35.689.670/0001-41,2023-06-01,1.017833,1.017833
35.689.670/0001-41,2023-07-01,0.991644,0.991644
35.689.670/0001-41,2023-08-01,0.999677,0.999677
35.689.670/0001-41,2023-09-01,1.019156,1.019156
35.689.670/0001-41,2023-10-01,1.015444,1.015444
35.689.670/0001-41,2023-11-01,1.003902,1.003902
35.689.670/0001-41,2023-12-01,1.004718,1.004718
35.689.733/0001-60,2022-01-01,1.010033,0.998547
35.689.733/0001-60,2022-02-01,1.0152079999999999,1.002884
35.689.733/0001-60,2022-03-01,1.014059,1.000746
35.689.733/0001-60,2022-04-01,1.017152,1.003849
35.689.733/0001-60,2022-05-01,1.014783,1.000512
35.689.733/0001-60,2022-06-01,1.001897,0.988652
35.689.733/0001-60,2022-07-01,1.005939,0.993572
35.689.733/0001-60,2022-08-01,1.012477,1.00003
35.689.733/0001-60,2022-09-01,1.009152,0.998262
35.689.733/0001-60,2022-10-01,1.006483,0.996093
35.689.733/0001-60,2022-11-01,0.994446,0.985058
35.689.733/0001-60,2022-12-01,1.005693,0.996163
35.689.733/0001-60,2023-01-01,0.973731,0.964164
35.689.733/0001-60,2023-02-01,1.014595,1.003019
35.689.733/0001-60,2023-03-01,1.016842,1.00585
35.689.733/0001-60,2023-04-01,1.02577,1.014842
35.689.733/0001-60,2023-05-01,1.005188,0.99442
35.689.733/0001-60,2023-06-01,1.019149,1.008321
35.689.733/0001-60,2023-07-01,1.007305,0.997103
35.689.733/0001-60,2023-08-01,1.007396,0.997164
35.689.733/0001-60,2023-09-01,1.0037,0.993439
35.689.733/0001-60,2023-10-01,0.999125,0.988797
35.689.733/0001-60,2023-11-01,1.019075,1.008959
35.689.733/0001-60,2023-12-01,1.011738,1.00193
35.705.463/0001-33,2022-01-01,1.005474,0.999845
35.705.463/0001-33,2022-02-01,1.005547,0.999918
35.705.463/0001-33,2022-03-01,1.007063,1.001245
35.705.463/0001-33,2022-04-01,1.004576,0.998485
35.705.463/0001-33,2022-05-01,1.012924,1.006823
35.705.463/0001-33,2022-06-01,1.006544,0.999407
35.705.463/0001-33,2022-07-01,1.008774,1.008774
35.705.463/0001-33,2022-08-01,0.996783,0.990773
35.705.463/0001-33,2022-09-01,1.005497,0.99945
35.705.463/0001-33,2022-10-01,0.999521,0.999521
35.705.463/0001-33,2022-11-01,1.00592,0.99986
35.705.463/0001-33,2022-12-01,1.00592,0.99986
35.705.463/0001-33,2023-01-01,0.999529,0.999529
35.705.463/0001-33,2023-02-01,0.999305,0.993837
35.705.463/0001-33,2023-03-01,1.005555,1.005555
35.705.463/0001-33,2023-04-01,1.011214,1.005555
35.705.463/0001-33,2023-05-01,1.001704,1.001704
35.705.463/0001-33,2023-06-01,1.000255,1.000255
35.705.463/0001-33,2023-07-01,1.007543,1.001353
35.705.463/0001-33,2023-08-01,1.001612,1.001612
35.705.463/0001-33,2023-09-01,1.00018,1.00018
35.705.463/0001-33,2023-10-01,0.999404,0.999404
35.705.463/0001-33,2023-11-01,1.001098,1.001098
35.705.463/0001-33,2023-12-01,0.971237,0.964405
35.754.164/0001-99,2022-01-01,1.0053614,0.99944817
35.754.164/0001-99,2022-02-01,1.0068969,1.0009804
35.754.164/0001-99,2022-03-01,1.00552278,0.99961208
35.754.164/0001-99,2022-04-01,1.00536147,0.99944847
35.754.164/0001-99,2022-05-01,1.0057603,0.99984404
35.754.164/0001-99,2022-06-01,1.00433254,0.99841536
35.754.164/0001-99,2022-07-01,1.00503896,0.99911239
35.754.164/0001-99,2022-08-01,1.00865675,1.00272491
35.754.164/0001-99,2022-09-01,1.0063887,1.00047298
35.754.164/0001-99,2022-10-01,1.00604996,1.00013704
35.754.164/0001-99,2022-11-01,1.00491367,0.99900156
35.754.164/0001-99,2022-12-01,1.0070398,1.00112178
35.754.164/0001-99,2023-01-01,1.00493543,0.99902404
35.754.164/0001-99,2023-02-01,1.0050347,0.9989135
35.754.164/0001-99,2023-03-01,1.00684743,1.00071957
35.754.164/0001-99,2023-04-01,1.00742811,1.00130466
35.754.164/0001-99,2023-05-01,1.00715939,1.00104391
35.754.164/0001-99,2023-06-01,1.00819216,1.00269397
35.754.164/0001-99,2023-07-01,1.00630126,1.00020857
35.754.164/0001-99,2023-08-01,1.00692561,1.0008342
35.754.164/0001-99,2023-09-01,1.00707856,1.00099222
35.754.164/0001-99,2023-10-01,1.00423592,0.99815562
35.754.164/0001-99,2023-11-01,1.0044732,0.99838166
35.754.164/0001-99,2023-12-01,1.0077755,1.00167409
35.755.232/0001-34,2022-01-01,0.997889,0.997889
35.755.232/0001-34,2022-02-01,0.997953,0.997953
35.755.232/0001-34,2022-03-01,0.99825,0.99825
35.755.232/0001-34,2022-04-01,0.998348,0.998348
35.755.232/0001-34,2022-05-01,0.997911,0.997911
35.755.232/0001-34,2022-06-01,0.996129,0.996129
35.755.232/0001-34,2022-07-01,0.999794,0.999794
35.755.232/0001-34,2022-08-01,0.997556,0.997556
35.755.232/0001-34,2022-09-01,0.998019,0.998019
35.755.232/0001-34,2022-10-01,0.998096,0.998096
35.755.232/0001-34,2022-11-01,1.006364,1.006364
35.755.232/0001-34,2022-12-01,1.049359,1.049359
35.755.232/0001-34,2023-01-01,0.998135,0.998135
35.755.232/0001-34,2023-02-01,0.994486,0.994486
35.755.232/0001-34,2023-03-01,0.998038,0.998038
35.755.232/0001-34,2023-04-01,0.998418,0.998418
35.755.232/0001-34,2023-05-01,0.998154,0.998154
35.755.232/0001-34,2023-06-01,0.998335,0.998335
35.755.232/0001-34,2023-07-01,0.998235,0.998235
35.755.232/0001-34,2023-08-01,0.998069,0.998069
35.755.232/0001-34,2023-09-01,0.998478,0.998478
35.755.232/0001-34,2023-10-01,0.999541,0.999541
35.755.232/0001-34,2023-11-01,0.998305,0.998305
35.755.232/0001-34,2023-12-01,1.035193,1.035193
35.765.889/0001-82,2022-01-01,0.999553,0.999721
35.765.889/0001-82,2022-02-01,1.015653,1.003827
35.765.889/0001-82,2022-03-01,1.009013,1.000011
35.765.889/0001-82,2022-04-01,0.998913,0.998913
35.765.889/0001-82,2022-05-01,1.024222,1.024222
35.765.889/0001-82,2022-06-01,1.009693,1.009693
35.765.889/0001-82,2022-07-01,1.021011,1.021011
35.765.889/0001-82,2022-08-01,1.009968,1.009968
35.765.889/0001-82,2022-09-01,1.020655,1.020655
35.765.889/0001-82,2022-10-01,1.01209,1.01209
35.765.889/0001-82,2022-11-01,1.011214,1.011214
35.765.889/0001-82,2022-12-01,1.005008,1.005008
35.765.889/0001-82,2023-01-01,1.011316,1.011316
35.765.889/0001-82,2023-02-01,1.01004,1.01004
35.765.889/0001-82,2023-03-01,1.013252,1.013252
35.765.889/0001-82,2023-04-01,1.011816,1.011816
35.765.889/0001-82,2023-05-01,1.000073,1.000073
35.765.889/0001-82,2023-06-01,1.009588,1.009588
35.765.889/0001-82,2023-07-01,1.024835,1.024835
35.765.889/0001-82,2023-08-01,0.983968,0.983968
35.765.889/0001-82,2023-09-01,0.971276,0.971276
35.765.889/0001-82,2023-10-01,1.010204,1.010204
35.765.889/0001-82,2023-11-01,1.01051,1.01051
35.765.889/0001-82,2023-12-01,1.086685,1.086685
35.765.907/0001-26,2022-01-01,1.00309194,1.00309194
35.765.907/0001-26,2022-02-01,1.0005377,1.0005377
35.765.907/0001-26,2022-03-01,1.01927809,1.00690464
35.765.907/0001-26,2022-04-01,1.0107799,0.99150481
35.765.907/0001-26,2022-05-01,1.00586525,1.00086575
35.765.907/0001-26,2022-06-01,1.06443359,1.05884854
35.765.907/0001-26,2022-07-01,1.00293947,0.99833525
35.765.907/0001-26,2022-08-01,0.99849458,0.99505997
35.765.907/0001-26,2022-09-01,1.00244878,0.99950355
35.765.907/0001-26,2022-10-01,1.01672204,1.01252666
35.765.907/0001-26,2022-11-01,1.0033329,0.9972773
35.765.907/0001-26,2022-12-01,1.00226997,0.99877956
35.765.907/0001-26,2023-01-01,1.00203299,0.99729204
35.765.907/0001-26,2023-02-01,1.00224197,0.99872259
35.765.907/0001-26,2023-03-01,1.00718677,1.00199383
35.765.907/0001-26,2023-04-01,1.00310612,0.99803489
35.765.907/0001-26,2023-05-01,1.00323096,0.99907137
35.765.907/0001-26,2023-06-01,1.00440194,1.00058775
35.765.907/0001-26,2023-07-01,1.000816,1.000816
35.765.907/0001-26,2023-08-01,1.000526,0.997108
35.765.907/0001-26,2023-09-01,1.004293,1.001328
35.765.907/0001-26,2023-10-01,0.960926,0.955794
35.765.907/0001-26,2023-11-01,0.999922,0.999922
35.765.907/0001-26,2023-12-01,1.000938,1.000938
35.820.768/0001-96,2022-01-01,0.999015,0.999015
35.820.768/0001-96,2022-02-01,1.003958,1.003958
35.820.768/0001-96,2022-03-01,0.998949,0.998949
35.820.768/0001-96,2022-04-01,0.998954,0.998954
35.820.768/0001-96,2022-05-01,1.004056,1.004056
35.820.768/0001-96,2022-06-01,0.998628,0.998628
35.820.768/0001-96,2022-07-01,0.994649,0.994649
35.820.768/0001-96,2022-08-01,0.999899,0.999899
35.820.768/0001-96,2022-09-01,0.999411,0.999411
35.820.768/0001-96,2022-10-01,0.987561,0.987561
35.820.768/0001-96,2022-11-01,0.999764,0.999764
35.820.768/0001-96,2022-12-01,0.999245,0.999245
35.820.768/0001-96,2023-01-01,0.999042,0.999042
35.820.768/0001-96,2023-02-01,0.999226,0.999226
35.820.768/0001-96,2023-03-01,0.999064,0.999064
35.820.768/0001-96,2023-04-01,1.004306,1.004306
35.820.768/0001-96,2023-05-01,0.998969,0.998969
35.820.768/0001-96,2023-06-01,0.999129,0.999129
35.820.768/0001-96,2023-07-01,0.999127,0.999127
35.820.768/0001-96,2023-08-01,0.999046,0.999046
35.820.768/0001-96,2023-09-01,0.999168,0.999168
