CNPJ_Fundo,dt,values,Percentual_Rentabilidade_Patrimonial_Mes
23.120.006/0001-06,2022-03-01,1.000056,1.000056
23.120.006/0001-06,2022-04-01,1.022449,1.022449
23.120.006/0001-06,2022-05-01,1.010896,1.010896
23.120.006/0001-06,2022-06-01,0.998525,0.998525
23.120.006/0001-06,2022-07-01,0.999995,0.999995
23.120.006/0001-06,2022-08-01,0.995438,0.995438
23.120.006/0001-06,2022-09-01,0.995171,0.995171
23.120.006/0001-06,2022-10-01,1.017672,1.017672
23.120.006/0001-06,2022-11-01,1.017672,1.017672
23.120.006/0001-06,2022-12-01,1.010139,1.010139
23.120.006/0001-06,2023-01-01,1.002852,1.002852
23.120.006/0001-06,2023-02-01,1.006413,1.006413
23.120.006/0001-06,2023-03-01,1.013823,1.013823
23.120.006/0001-06,2023-04-01,1.013823,1.013823
23.120.006/0001-06,2023-05-01,1.013823,1.013823
23.120.006/0001-06,2023-06-01,1.013823,1.013823
23.120.006/0001-06,2023-07-01,1.013823,1.013823
23.120.006/0001-06,2023-08-01,1.057574,1.057574
23.120.006/0001-06,2023-09-01,1.009013,1.009013
23.120.006/0001-06,2023-10-01,1.007916,1.007916
23.120.006/0001-06,2023-11-01,1.001555,1.001555
23.120.006/0001-06,2023-12-01,1.001555,1.001555
23.120.098/0001-16,2022-01-01,0.992208,0.991527
23.120.098/0001-16,2022-02-01,1.000849,1.000391
23.120.098/0001-16,2022-03-01,1.000466,1.000466
23.120.098/0001-16,2022-04-01,0.999089,0.999089
23.120.098/0001-16,2022-05-01,1.002006,1.002006
23.120.098/0001-16,2022-06-01,1.003234,1.000071
23.120.098/0001-16,2022-07-01,0.996943,0.996943
23.120.098/0001-16,2022-08-01,1.001265,1.001265
23.120.098/0001-16,2022-09-01,0.999904,0.999904
23.120.098/0001-16,2022-10-01,1.000069,1.000069
23.120.098/0001-16,2022-11-01,1.035003,1.035003
23.120.098/0001-16,2022-12-01,0.9744,0.96024
23.120.098/0001-16,2023-01-01,0.98739,0.98739
23.120.098/0001-16,2023-02-01,0.99983,0.99983
23.120.098/0001-16,2023-03-01,1.000575,1.000575
23.120.098/0001-16,2023-04-01,0.999796,0.999796
23.120.098/0001-16,2023-05-01,1.001747,1.001747
23.120.098/0001-16,2023-06-01,1.012821,1.003738
23.120.098/0001-16,2023-07-01,0.992669,0.992669
23.120.098/0001-16,2023-08-01,1.000075,1.000075
23.120.098/0001-16,2023-09-01,1.001673,1.001673
23.120.098/0001-16,2023-10-01,1.002957,1.002063
23.120.098/0001-16,2023-11-01,1.002948,1.001978
23.120.098/0001-16,2023-12-01,1.0,1.0
23.179.381/0001-13,2022-01-01,0.997972,0.997972
23.179.381/0001-13,2022-02-01,1.010871,1.010871
23.179.381/0001-13,2022-03-01,0.997787,0.997787
23.179.381/0001-13,2022-04-01,0.998636,0.998636
23.179.381/0001-13,2022-05-01,0.997244,0.997244
23.179.381/0001-13,2022-06-01,0.998093,0.998093
23.179.381/0001-13,2022-07-01,0.997741,0.997741
23.179.381/0001-13,2022-08-01,0.998343,0.998343
23.179.381/0001-13,2022-09-01,0.99827,0.99827
23.179.381/0001-13,2022-10-01,0.99824,0.99824
23.179.381/0001-13,2022-11-01,0.997895,0.997895
23.179.381/0001-13,2022-12-01,0.99824,0.99824
23.179.381/0001-13,2023-01-01,0.99824,0.99824
23.179.381/0001-13,2023-02-01,0.99824,0.99824
23.179.381/0001-13,2023-03-01,0.99824,0.99824
23.179.381/0001-13,2023-04-01,0.996995,0.996995
23.179.381/0001-13,2023-05-01,0.997344,0.997344
23.179.381/0001-13,2023-06-01,0.997239,0.997239
23.179.381/0001-13,2023-07-01,1.020738,1.020738
23.179.381/0001-13,2023-08-01,1.014884,1.014884
23.179.381/0001-13,2023-09-01,0.997526,0.997526
23.179.381/0001-13,2023-10-01,1.025473,1.025473
23.179.381/0001-13,2023-11-01,0.99795,0.99795
23.179.381/0001-13,2023-12-01,1.089195,1.089195
23.537.203/0001-17,2022-01-01,1.004481,0.999959
23.537.203/0001-17,2022-02-01,1.004717,1.000195
23.537.203/0001-17,2022-03-01,1.004725,1.000416
23.537.203/0001-17,2022-04-01,1.004683,1.00054
23.537.203/0001-17,2022-05-01,0.936097,0.931888
23.537.203/0001-17,2022-06-01,1.005026,1.000484
23.537.203/0001-17,2022-07-01,1.005056,1.000459
23.537.203/0001-17,2022-08-01,1.005109,1.000484
23.537.203/0001-17,2022-09-01,1.005024,1.000459
23.537.203/0001-17,2022-10-01,1.00501,1.000459
23.537.203/0001-17,2022-11-01,0.965867,0.961311
23.537.203/0001-17,2022-12-01,1.00519,0.995225
23.537.203/0001-17,2023-01-01,1.005451,1.000198
23.537.203/0001-17,2023-02-01,1.005573,1.000136
23.537.203/0001-17,2023-03-01,1.003707,0.998404
23.537.203/0001-17,2023-04-01,1.005573,1.000272
23.537.203/0001-17,2023-05-01,1.030088,1.024845
23.537.203/0001-17,2023-06-01,1.005078,1.005078
23.537.203/0001-17,2023-07-01,1.005055,0.99996
23.537.203/0001-17,2023-08-01,1.00547,1.000075
23.537.203/0001-17,2023-09-01,1.005469,0.999181
23.537.203/0001-17,2023-10-01,1.022748,1.0172
23.537.203/0001-17,2023-11-01,1.001105,0.995584
23.537.203/0001-17,2023-12-01,0.982815,0.977383
23.648.935/0001-84,2022-01-01,1.003867,0.991153
23.648.935/0001-84,2022-02-01,1.006743,0.999371
23.648.935/0001-84,2022-03-01,1.026056,1.007914
23.648.935/0001-84,2022-04-01,1.003013,0.997123
23.648.935/0001-84,2022-05-01,1.009905,0.999461
23.648.935/0001-84,2022-06-01,1.00581,0.995107
23.648.935/0001-84,2022-07-01,0.9999,0.977889
23.648.935/0001-84,2022-08-01,1.002738,0.992099
23.648.935/0001-84,2022-09-01,0.999498,0.990098
23.648.935/0001-84,2022-10-01,1.020401,1.015081
23.648.935/0001-84,2022-11-01,0.993893,0.979897
23.648.935/0001-84,2022-12-01,1.011883,1.001045
23.648.935/0001-84,2023-01-01,1.007225,0.994581
23.648.935/0001-84,2023-02-01,1.011588,1.001436
23.648.935/0001-84,2023-03-01,1.015377,1.007182
23.648.935/0001-84,2023-04-01,1.015609,1.007061
23.648.935/0001-84,2023-05-01,1.026875,1.017411
23.648.935/0001-84,2023-06-01,1.022036,1.011365
23.648.935/0001-84,2023-07-01,1.009226,0.997415
23.648.935/0001-84,2023-08-01,0.999683,0.991233
23.648.935/0001-84,2023-09-01,1.000121,0.990509
23.648.935/0001-84,2023-10-01,1.00447,0.997226
23.648.935/0001-84,2023-11-01,1.028826,1.018636
23.648.935/0001-84,2023-12-01,1.007309,0.998195
23.740.527/0001-58,2022-01-01,1.007784,1.00027
23.740.527/0001-58,2022-02-01,1.007756,1.000244
23.740.527/0001-58,2022-03-01,1.007788,1.000278
23.740.527/0001-58,2022-04-01,1.007739,1.000231
23.740.527/0001-58,2022-05-01,1.000549,1.000473
23.740.527/0001-58,2022-06-01,1.007937,1.000378
23.740.527/0001-58,2022-07-01,1.007789,1.000233
23.740.527/0001-58,2022-08-01,1.007767,1.000212
23.740.527/0001-58,2022-09-01,1.007758,1.000205
23.740.527/0001-58,2022-10-01,1.007776,1.000224
23.740.527/0001-58,2022-11-01,1.007877,1.000327
23.740.527/0001-58,2022-12-01,0.973925,0.965868
23.740.527/0001-58,2023-01-01,1.008713,1.000371
23.740.527/0001-58,2023-02-01,1.00873,1.000391
23.740.527/0001-58,2023-03-01,1.009822,1.001486
23.740.527/0001-58,2023-04-01,1.008745,1.000422
23.740.527/0001-58,2023-05-01,1.008695,1.000375
23.740.527/0001-58,2023-06-01,1.008682,1.000365
23.740.527/0001-58,2023-07-01,1.008678,1.000364
23.740.527/0001-58,2023-08-01,1.016813,1.008515
23.740.527/0001-58,2023-09-01,1.008568,1.000259
23.740.527/0001-58,2023-10-01,1.008555,1.000248
23.740.527/0001-58,2023-11-01,1.008474,1.000169
23.740.527/0001-58,2023-12-01,1.070822,1.062519
23.740.552/0001-31,2022-01-01,1.00038,0.993143
23.740.552/0001-31,2022-02-01,0.9543873,0.9471503
23.740.552/0001-31,2022-03-01,1.006141,0.998904
23.740.552/0001-31,2022-04-01,0.993377,0.993377
23.740.552/0001-31,2022-05-01,0.994704,0.994704
23.740.552/0001-31,2022-06-01,0.991799,0.991799
23.740.552/0001-31,2022-07-01,0.985565,0.985565
23.740.552/0001-31,2022-08-01,0.979844,0.979844
23.740.552/0001-31,2022-09-01,0.979136,0.979136
23.740.552/0001-31,2022-10-01,0.978711,0.978711
23.740.552/0001-31,2022-11-01,0.974683,0.974683
23.740.552/0001-31,2022-12-01,1.009086,1.009086
23.740.552/0001-31,2023-01-01,0.982834,0.982834
23.740.552/0001-31,2023-02-01,0.971985,0.971985
23.740.552/0001-31,2023-03-01,0.974561,0.974561
23.740.552/0001-31,2023-04-01,0.975031,0.975031
23.740.552/0001-31,2023-05-01,0.973516,0.973516
23.740.552/0001-31,2023-06-01,0.972752,0.972752
23.740.552/0001-31,2023-07-01,0.966673,0.966673
23.740.552/0001-31,2023-08-01,0.95982,0.95982
23.740.552/0001-31,2023-09-01,0.966269,0.966269
23.740.552/0001-31,2023-10-01,0.9684699999999999,0.9684699999999999
23.740.552/0001-31,2023-11-01,0.967495,0.967495
23.740.552/0001-31,2023-12-01,0.963436,0.963436
23.740.595/0001-17,2022-01-01,1.005522,0.999932
23.740.595/0001-17,2022-02-01,1.006415,1.000825
23.740.595/0001-17,2022-03-01,1.002444,0.997544
23.740.595/0001-17,2022-04-01,1.011731,1.005739
23.740.595/0001-17,2022-05-01,1.00564,1.000155
23.740.595/0001-17,2022-06-01,0.976631,0.970431
23.740.595/0001-17,2022-07-01,1.006597,1.000512
23.740.595/0001-17,2022-08-01,1.005153,0.999173
23.740.595/0001-17,2022-09-01,1.000608,0.995333
23.740.595/0001-17,2022-10-01,1.012126,1.006724
23.740.595/0001-17,2022-11-01,1.008187,1.001303
23.740.595/0001-17,2022-12-01,1.010296,1.004735
23.740.595/0001-17,2023-01-01,1.007067,1.000526
23.740.595/0001-17,2023-02-01,1.015344,1.008806
23.740.595/0001-17,2023-03-01,1.006809,0.99993
23.740.595/0001-17,2023-04-01,1.00966,1.00278
23.740.595/0001-17,2023-05-01,1.004341,0.997182
23.740.595/0001-17,2023-06-01,1.011391,1.004212
23.740.595/0001-17,2023-07-01,1.014071,1.006922
23.740.595/0001-17,2023-08-01,1.013958,1.004986
23.740.595/0001-17,2023-09-01,1.006494,0.999181
23.740.595/0001-17,2023-10-01,1.003807,0.996291
23.740.595/0001-17,2023-11-01,1.012379,1.004934
23.740.595/0001-17,2023-12-01,1.005146,0.998231
23.768.027/0001-24,2022-01-01,1.004254,1.000106
23.768.027/0001-24,2022-02-01,1.00373,0.999672
23.768.027/0001-24,2022-03-01,1.005947,1.001555
23.768.027/0001-24,2022-04-01,1.0,1.0
23.768.027/0001-24,2022-05-01,1.002182,1.000024
23.768.027/0001-24,2022-06-01,0.995878,1.0763530000000001
23.768.027/0001-24,2022-07-01,1.004942,1.000409
23.768.027/0001-24,2022-08-01,1.004865,1.000658
23.768.027/0001-24,2022-09-01,0.994352,0.914566
23.768.027/0001-24,2022-10-01,1.00538,1.000983
23.768.027/0001-24,2022-11-01,1.002857,0.999405
23.768.027/0001-24,2022-12-01,0.940404,0.949056
23.768.027/0001-24,2023-01-01,1.004383,0.999803
23.768.027/0001-24,2023-02-01,1.003632,0.999558
23.768.027/0001-24,2023-03-01,1.004765,0.998607
23.768.027/0001-24,2023-04-01,1.005232,1.000708
23.768.027/0001-24,2023-05-01,1.004318,0.998632
23.768.027/0001-24,2023-06-01,1.011139,1.036206
23.768.027/0001-24,2023-07-01,1.004037,0.999902
23.768.027/0001-24,2023-08-01,1.004412,0.999857
23.768.027/0001-24,2023-09-01,1.003553,0.962515
23.768.027/0001-24,2023-10-01,1.012949,1.008616
23.768.027/0001-24,2023-11-01,1.010167,1.005543
23.768.027/0001-24,2023-12-01,0.936967,0.9313400000000001
23.781.211/0001-04,2022-01-01,0.99359883,0.99359883
23.781.211/0001-04,2022-02-01,1.00523304,1.00196415
23.781.211/0001-04,2022-03-01,1.00241891,1.00017595
23.781.211/0001-04,2022-04-01,1.00429702,0.99809939
23.781.211/0001-04,2022-05-01,1.00437969,1.00152009
23.781.211/0001-04,2022-06-01,1.00480209,1.00194683
23.781.211/0001-04,2022-07-01,1.00157412,1.00024902
23.781.211/0001-04,2022-08-01,1.00386353,1.00255911
23.781.211/0001-04,2022-09-01,1.00550464,1.00266291
23.781.211/0001-04,2022-10-01,1.00095022,0.99787511
23.781.211/0001-04,2022-11-01,1.00518365,1.00289118
23.781.211/0001-04,2022-12-01,0.93084167,0.92859627
23.781.211/0001-04,2023-01-01,0.99852167,0.99592934
23.781.211/0001-04,2023-02-01,1.00591891,1.00327661
23.781.211/0001-04,2023-03-01,1.00551538,0.996158
23.781.211/0001-04,2023-04-01,1.00576279,1.00314523
23.781.211/0001-04,2023-05-01,1.00411355,1.00158595
23.781.211/0001-04,2023-06-01,1.00704095,1.00457924
23.781.211/0001-04,2023-07-01,1.00510259,1.00270439
23.781.211/0001-04,2023-08-01,1.00600487,1.00349636
23.781.211/0001-04,2023-09-01,1.00590709,1.00448481
23.781.211/0001-04,2023-10-01,1.00256508,1.00106334
23.781.211/0001-04,2023-11-01,1.00399345,1.00002877
23.781.211/0001-04,2023-12-01,1.00776732,1.00510232
23.876.086/0001-16,2022-01-01,1.000014,1.000014
23.876.086/0001-16,2022-02-01,1.00078,1.00078
23.876.086/0001-16,2022-03-01,0.99883,0.99883
23.876.086/0001-16,2022-04-01,0.987515,0.987515
23.876.086/0001-16,2022-05-01,0.996543,0.996543
23.876.086/0001-16,2022-06-01,0.998298,0.998298
23.876.086/0001-16,2022-07-01,0.9484090000000001,0.9484090000000001
23.876.086/0001-16,2022-08-01,0.962805,0.962805
23.876.086/0001-16,2022-09-01,0.948342,0.948342
23.876.086/0001-16,2022-10-01,0.941628,0.941628
23.876.086/0001-16,2022-11-01,0.998854,0.998854
23.876.086/0001-16,2022-12-01,0.998485,0.998485
23.876.086/0001-16,2023-01-01,1.001238,1.001238
23.876.086/0001-16,2023-02-01,1.00023,1.00023
23.876.086/0001-16,2023-03-01,0.998072,0.998072
23.876.086/0001-16,2023-04-01,0.996866,0.996866
23.876.086/0001-16,2023-05-01,0.998784,0.998784
23.876.086/0001-16,2023-06-01,0.998072,0.998072
23.876.086/0001-16,2023-07-01,0.998565,0.998565
23.876.086/0001-16,2023-08-01,0.9966,0.9966
23.876.086/0001-16,2023-09-01,0.998774,0.998774
23.876.086/0001-16,2023-10-01,0.998203,0.998203
23.876.086/0001-16,2023-11-01,0.99823,0.99823
23.876.086/0001-16,2023-12-01,0.997634,0.997634
24.774.904/0001-32,2022-01-01,0.998341,0.998341
24.774.904/0001-32,2022-02-01,0.998392,0.998392
24.774.904/0001-32,2022-03-01,0.998332,0.998332
24.774.904/0001-32,2022-04-01,0.998428,0.998428
24.774.904/0001-32,2022-05-01,0.997875,0.997875
24.774.904/0001-32,2022-06-01,0.998353,0.998353
24.774.904/0001-32,2022-07-01,0.998399,0.998399
24.774.904/0001-32,2022-08-01,0.998275,0.998275
24.774.904/0001-32,2022-09-01,0.998347,0.998347
24.774.904/0001-32,2022-10-01,0.995214,0.995214
24.774.904/0001-32,2022-11-01,0.998376,0.998376
24.774.904/0001-32,2022-12-01,0.998181,0.998181
24.774.904/0001-32,2023-01-01,0.998222,0.998222
24.774.904/0001-32,2023-02-01,0.998305,0.998305
24.774.904/0001-32,2023-03-01,0.998193,0.998193
24.774.904/0001-32,2023-04-01,0.998245,0.998245
24.774.904/0001-32,2023-05-01,0.998041,0.998041
24.774.904/0001-32,2023-06-01,0.998239,0.998239
24.774.904/0001-32,2023-07-01,0.998224,0.998224
24.774.904/0001-32,2023-08-01,0.998163,0.998163
24.774.904/0001-32,2023-09-01,0.998265,0.998265
24.774.904/0001-32,2023-10-01,0.998237,0.998237
24.774.904/0001-32,2023-11-01,0.998236,0.998236
24.774.904/0001-32,2023-12-01,0.998231,0.998231
24.853.044/0001-22,2022-01-01,1.004063,0.997932
24.853.044/0001-22,2022-02-01,1.005583,0.999439
24.853.044/0001-22,2022-03-01,1.004998,0.998843
24.853.044/0001-22,2022-04-01,1.005073,0.998918
24.853.044/0001-22,2022-05-01,1.005264,0.999103
24.853.044/0001-22,2022-06-01,1.005069,0.998814
24.853.044/0001-22,2022-07-01,1.006305,0.999954
24.853.044/0001-22,2022-08-01,1.010947,1.004596
24.853.044/0001-22,2022-09-01,1.006953,1.000631
24.853.044/0001-22,2022-10-01,1.006622,1.000304
24.853.044/0001-22,2022-11-01,1.003495,0.997179
24.853.044/0001-22,2022-12-01,0.993782,0.987624
24.853.044/0001-22,2023-01-01,1.004035,0.998067
24.853.044/0001-22,2023-02-01,1.003035,0.998305
24.853.044/0001-22,2023-03-01,1.005574,0.999763
24.853.044/0001-22,2023-04-01,1.004705,0.998714
24.853.044/0001-22,2023-05-01,1.008702,1.002435
24.853.044/0001-22,2023-06-01,1.005926,0.999674
24.853.044/0001-22,2023-07-01,1.005802,0.99955
24.853.044/0001-22,2023-08-01,1.005883,0.999628
24.853.044/0001-22,2023-09-01,1.004646,0.998389
24.853.044/0001-22,2023-10-01,1.003908,0.997806
24.853.044/0001-22,2023-11-01,1.004139,0.998306
24.853.044/0001-22,2023-12-01,1.031288,1.025535
24.960.430/0001-13,2022-01-01,0.997597,0.983897
24.960.430/0001-13,2022-02-01,1.00248,0.991422
24.960.430/0001-13,2022-03-01,1.033782,1.01984
24.960.430/0001-13,2022-04-01,1.006186,0.988971
24.960.430/0001-13,2022-05-01,1.016211,0.998804
24.960.430/0001-13,2022-06-01,1.000505,0.985128
24.960.430/0001-13,2022-07-01,0.997312,0.986489
24.960.430/0001-13,2022-08-01,1.015438,1.00932
24.960.430/0001-13,2022-09-01,1.006904,1.003246
24.960.430/0001-13,2022-10-01,1.009836,1.006711
24.960.430/0001-13,2022-11-01,0.985612,0.981048
24.960.430/0001-13,2022-12-01,0.999977,0.990062
24.960.430/0001-13,2023-01-01,1.009757,0.999103
24.960.430/0001-13,2023-02-01,1.016601,1.006897
24.960.430/0001-13,2023-03-01,1.024621,1.013501
24.960.430/0001-13,2023-04-01,1.018813,1.008364
24.960.430/0001-13,2023-05-01,1.024786,1.014423
24.960.430/0001-13,2023-06-01,1.022121,1.013949
24.960.430/0001-13,2023-07-01,1.009748,1.004509
24.960.430/0001-13,2023-08-01,0.998942,0.993927
24.960.430/0001-13,2023-09-01,0.990914,0.984859
24.960.430/0001-13,2023-10-01,0.992445,0.985273
24.960.430/0001-13,2023-11-01,1.025352,1.018073
24.960.430/0001-13,2023-12-01,1.020207,1.012546
26.091.656/0001-50,2022-01-01,1.003007,0.992199
26.091.656/0001-50,2022-02-01,1.01234,0.999901
26.091.656/0001-50,2022-03-01,1.021867,1.00921
26.091.656/0001-50,2022-04-01,1.01151,0.998724
26.091.656/0001-50,2022-05-01,1.012396,0.998723
26.091.656/0001-50,2022-06-01,1.010523,0.996065
26.091.656/0001-50,2022-07-01,1.00831,0.994963
26.091.656/0001-50,2022-08-01,1.01503,1.002581
26.091.656/0001-50,2022-09-01,1.010521,0.998614
26.091.656/0001-50,2022-10-01,1.014494,1.002677
26.091.656/0001-50,2022-11-01,1.000094,0.988233
26.091.656/0001-50,2022-12-01,1.012069,0.9995
26.091.656/0001-50,2023-01-01,1.011469,0.998999
26.091.656/0001-50,2023-02-01,1.012925,1.000401
26.091.656/0001-50,2023-03-01,1.012521,1.0
26.091.656/0001-50,2023-04-01,1.006082,0.993589
26.091.656/0001-50,2023-05-01,1.01033,0.997681
26.091.656/0001-50,2023-06-01,1.009992,0.997373
26.091.656/0001-50,2023-07-01,1.012459,1.000304
26.091.656/0001-50,2023-08-01,1.016607,1.005469
26.091.656/0001-50,2023-09-01,1.00673,0.996676
26.091.656/0001-50,2023-10-01,1.001278,0.991106
26.091.656/0001-50,2023-11-01,1.010002,0.999796
26.091.656/0001-50,2023-12-01,1.019687,1.010506
26.502.794/0001-85,2022-01-01,0.99293042,0.98717993
26.502.794/0001-85,2022-02-01,1.02093455,1.01492734
26.502.794/0001-85,2022-03-01,1.02346231,1.01754345
26.502.794/0001-85,2022-04-01,1.00396206,0.99814525
26.502.794/0001-85,2022-05-01,1.01036241,1.0043582
26.502.794/0001-85,2022-06-01,1.00538493,0.99923094
26.502.794/0001-85,2022-07-01,1.0067167,1.00038201
26.502.794/0001-85,2022-08-01,1.00808258,1.00175031
26.502.794/0001-85,2022-09-01,1.00922928,1.00273249
26.502.794/0001-85,2022-10-01,1.00701643,1.00053734
26.502.794/0001-85,2022-11-01,1.00835456,1.00187895
26.502.794/0001-85,2022-12-01,1.00130565,0.99484322
26.502.794/0001-85,2023-01-01,1.00435623,0.99789676
26.502.794/0001-85,2023-02-01,1.00615883,0.99964913
26.502.794/0001-85,2023-03-01,1.00459174,0.99807976
26.502.794/0001-85,2023-04-01,1.00936434,1.00283983
26.502.794/0001-85,2023-05-01,1.00370772,0.99711376
26.502.794/0001-85,2023-06-01,1.00446742,0.99749757
26.502.794/0001-85,2023-07-01,0.99156643,0.98466754
26.502.794/0001-85,2023-08-01,1.00237255,0.99536624
26.502.794/0001-85,2023-09-01,1.00443631,0.99739738
26.502.794/0001-85,2023-10-01,1.00465973,0.99760243
26.502.794/0001-85,2023-11-01,1.00595966,0.9988854
26.502.794/0001-85,2023-12-01,1.00895576,1.00187361
26.681.370/0001-25,2022-01-01,1.003081,0.997918
26.681.370/0001-25,2022-02-01,1.004344,0.99917
26.681.370/0001-25,2022-03-01,1.004568,0.99917
26.681.370/0001-25,2022-04-01,1.003833,0.998428
26.681.370/0001-25,2022-05-01,1.002965,0.997441
26.681.370/0001-25,2022-06-01,1.004228,0.99869
26.681.370/0001-25,2022-07-01,0.99864,0.99864
26.681.370/0001-25,2022-08-01,1.000155,1.000155
26.681.370/0001-25,2022-09-01,1.005475,1.000034
26.681.370/0001-25,2022-10-01,1.008385,1.002833
26.681.370/0001-25,2022-11-01,1.004599,0.999063
26.681.370/0001-25,2022-12-01,1.0664959999999999,1.060844
26.681.370/0001-25,2023-01-01,1.003501,0.998382
26.681.370/0001-25,2023-02-01,1.005538,1.000306
26.681.370/0001-25,2023-03-01,1.004672,0.999337
26.681.370/0001-25,2023-04-01,1.005328,0.999884
26.681.370/0001-25,2023-05-01,1.003535,0.997777
26.681.370/0001-25,2023-06-01,1.005539,0.99704
26.681.370/0001-25,2023-07-01,1.006269,1.000165
26.681.370/0001-25,2023-08-01,1.005968,0.999865
26.681.370/0001-25,2023-09-01,1.005946,0.999842
26.681.370/0001-25,2023-10-01,1.006473,0.999737
26.681.370/0001-25,2023-11-01,1.006668,0.99993
26.681.370/0001-25,2023-12-01,1.028315,1.018839
26.813.118/0001-22,2022-01-01,0.997716,0.997716
26.813.118/0001-22,2022-02-01,0.996973,0.996973
26.813.118/0001-22,2022-03-01,0.99873,0.99873
26.813.118/0001-22,2022-04-01,0.998062,0.998062
26.813.118/0001-22,2022-05-01,0.995205,0.995205
26.813.118/0001-22,2022-06-01,0.998188,0.998188
26.813.118/0001-22,2022-07-01,1.010522,1.010522
26.813.118/0001-22,2022-08-01,0.997985,0.997985
26.813.118/0001-22,2022-09-01,1.01249,1.01249
26.813.118/0001-22,2022-10-01,1.003409,1.003409
26.813.118/0001-22,2022-11-01,1.004411,1.004411
26.813.118/0001-22,2022-12-01,1.051523,1.051523
26.813.118/0001-22,2023-01-01,1.002041,1.002041
26.813.118/0001-22,2023-02-01,1.001808,1.001808
26.813.118/0001-22,2023-03-01,1.001821,1.001821
26.813.118/0001-22,2023-04-01,1.002032,1.002032
26.813.118/0001-22,2023-05-01,0.996142,0.996142
26.813.118/0001-22,2023-06-01,0.998906,0.998906
26.813.118/0001-22,2023-07-01,1.003431,1.003431
26.813.118/0001-22,2023-08-01,1.002362,1.002362
26.813.118/0001-22,2023-09-01,1.00433,1.00433
26.813.118/0001-22,2023-10-01,1.00364,1.00364
26.813.118/0001-22,2023-11-01,1.004009,1.004009
26.813.118/0001-22,2023-12-01,1.002764,1.002764
26.846.134/0001-11,2022-01-01,0.9971636,0.9971636
26.846.134/0001-11,2022-02-01,0.99565443,0.99565443
26.846.134/0001-11,2022-03-01,1.03227278,1.03227278
26.846.134/0001-11,2022-04-01,0.99560902,0.99560902
26.846.134/0001-11,2022-05-01,0.99505646,0.99505646
26.846.134/0001-11,2022-06-01,0.99506528,0.99506528
26.846.134/0001-11,2022-07-01,0.9971964,0.9971964
